date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7/15/2014,4,2.5,2550,56628,2.0,0.0,0.0,3,9,2550,0.0,2001,0.0,98027,47.4913,-122.081,1870,56628
12/5/2014,2,2.25,1550,2079,2.0,0.0,0.0,3,8,1550,0.0,2008,0.0,98106,47.54,-122.368,1420,1977
12/10/2014,3,1.0,1590,4600,1.5,0.0,0.0,4,7,1290,300.0,1926,0.0,98117,47.6807,-122.399,1770,4350
5/22/2014,3,1.75,1650,5100,1.0,0.0,0.0,5,7,1040,610.0,1908,0.0,98115,47.6873,-122.321,1540,5100
4/20/2015,4,3.0,2430,7242,2.0,0.0,0.0,3,8,2430,0.0,2003,0.0,98038,47.3533,-122.015,2430,7242
12/3/2014,3,2.5,1810,7200,1.0,0.0,0.0,5,7,1310,500.0,1960,0.0,98033,47.6885,-122.211,2050,7200
3/25/2015,4,2.5,2890,17349,2.0,0.0,0.0,3,8,2890,0.0,1994,0.0,98023,47.2822,-122.34,2330,22356
11/13/2014,3,2.5,1280,5040,2.0,0.0,0.0,4,7,1280,0.0,1985,0.0,98118,47.5611,-122.27600000000001,1500,5040
3/17/2015,3,1.0,1060,6000,1.0,0.0,0.0,3,8,1060,0.0,1954,0.0,98118,47.5427,-122.275,1240,7874
10/15/2014,3,1.5,1120,8250,1.0,0.0,0.0,4,7,1120,0.0,1957,0.0,98056,47.4905,-122.179,1320,8400
10/21/2014,4,2.5,2680,10590,2.0,0.0,0.0,3,8,2680,0.0,2004,0.0,98019,47.7377,-121.97,2330,5566
6/26/2014,4,1.5,1770,5750,2.0,0.0,0.0,3,7,1770,0.0,1947,0.0,98116,47.5621,-122.39399999999999,970,5750
6/23/2014,3,2.0,2950,12196,2.0,0.0,0.0,4,7,2310,640.0,1918,0.0,98166,47.4702,-122.365,2320,19844
3/30/2015,2,1.75,1260,5300,1.0,0.0,0.0,4,7,840,420.0,1951,0.0,98103,47.6809,-122.348,1280,3000
8/4/2014,3,1.75,1430,6818,1.0,0.0,0.0,5,7,1430,0.0,1972,0.0,98034,47.7271,-122.196,1480,7210
6/4/2014,4,2.5,2730,36183,2.0,0.0,0.0,3,9,2730,0.0,1986,0.0,98052,47.7036,-122.12700000000001,2710,5964
8/19/2014,4,3.5,3270,15704,2.0,0.0,0.0,3,9,2110,1160.0,1990,0.0,98074,47.6256,-122.042,3020,8582
5/7/2014,4,1.75,1720,10018,1.0,0.0,0.0,5,7,1720,0.0,1960,0.0,98042,47.3614,-122.119,1220,10018
4/21/2015,3,1.75,1270,12420,1.0,0.0,0.0,4,7,1270,0.0,1962,0.0,98056,47.5387,-122.179,1560,9910
7/21/2014,4,2.5,3260,10032,1.0,0.0,0.0,3,8,1960,1300.0,1978,0.0,98125,47.7203,-122.323,1802,7249
6/16/2014,4,2.5,2050,6360,2.0,0.0,0.0,3,8,2050,0.0,1988,0.0,98029,47.5641,-122.01100000000001,2070,7541
1/20/2015,4,2.25,2050,9720,2.0,0.0,0.0,3,8,2050,0.0,1967,0.0,98008,47.5911,-122.119,2310,9680
6/24/2014,4,3.0,3580,35261,1.5,0.0,0.0,3,10,3580,0.0,1985,0.0,98072,47.7577,-122.134,3540,36750
12/9/2014,4,2.75,1960,48787,1.5,0.0,0.0,4,9,1960,0.0,1983,0.0,98072,47.7484,-122.111,1970,36425
5/14/2014,2,1.0,840,3522,1.0,0.0,0.0,3,6,840,0.0,1947,0.0,98199,47.6575,-122.395,1390,4800
6/9/2014,3,1.75,1300,8800,1.0,0.0,0.0,4,8,1300,0.0,1963,0.0,98008,47.6199,-122.116,1350,8800
11/3/2014,3,2.25,1260,3000,2.0,0.0,0.0,3,7,1260,0.0,2003,0.0,98029,47.5454,-121.99700000000001,1630,3042
6/23/2014,3,2.25,1650,2958,2.0,0.0,0.0,3,7,1650,0.0,1985,0.0,98031,47.3916,-122.167,1510,3788
3/23/2015,3,2.5,1710,10341,2.0,0.0,2.0,3,7,1710,0.0,1986,0.0,98030,47.3494,-122.171,1830,9358
2/13/2015,3,1.0,1180,8775,1.0,0.0,0.0,3,7,1180,0.0,1966,0.0,98002,47.2848,-122.223,1300,8100
11/3/2014,3,2.25,2780,31510,2.0,0.0,0.0,3,8,2780,0.0,1979,0.0,98053,47.67,-122.024,2890,36400
12/1/2014,2,1.0,950,3090,1.0,0.0,0.0,4,6,950,0.0,1909,0.0,98118,47.551,-122.27600000000001,1230,4120
9/9/2014,3,2.25,2140,10256,2.0,0.0,0.0,3,8,2140,0.0,1987,0.0,98038,47.3751,-122.044,2040,11717
9/24/2014,4,2.75,1920,4627,1.0,0.0,0.0,3,8,1010,910.0,1998,0.0,98178,47.5003,-122.23,1910,7210
10/20/2014,2,1.0,750,6720,1.0,0.0,0.0,3,6,750,0.0,1916,0.0,98108,47.552,-122.31,920,6720
12/15/2014,3,2.5,2060,2551,2.0,0.0,0.0,3,8,1900,160.0,2001,0.0,98005,47.5881,-122.165,2060,2936
7/15/2014,3,2.25,2380,11200,1.0,0.0,0.0,4,8,2380,0.0,1963,0.0,98004,47.5873,-122.193,2010,11200
12/18/2014,2,1.0,750,6380,1.0,0.0,0.0,3,7,750,0.0,1949,0.0,98125,47.7033,-122.30799999999999,1690,6495
4/22/2015,3,1.0,1160,10881,1.0,0.0,0.0,2,7,920,240.0,1983,0.0,98074,47.6339,-122.03299999999999,1280,10843
6/11/2014,3,1.0,1050,6300,1.0,0.0,0.0,3,6,1050,0.0,1942,0.0,98146,47.5128,-122.374,740,6300
1/21/2015,3,1.5,1740,5200,1.0,0.0,0.0,4,7,1060,680.0,1977,0.0,98042,47.3657,-122.094,1540,5200
8/8/2014,4,2.75,2050,7171,1.0,0.0,0.0,3,8,1540,510.0,1988,0.0,98074,47.6194,-122.042,1960,7110
5/27/2014,3,1.75,1980,8100,1.0,0.0,0.0,4,7,1310,670.0,1949,0.0,98133,47.7353,-122.331,1450,8212
5/14/2014,3,2.5,1690,1618,2.0,0.0,0.0,3,8,1150,540.0,2014,0.0,98029,47.5518,-121.99799999999999,1690,1618
5/7/2015,4,3.25,2320,5900,1.5,0.0,2.0,4,9,2320,0.0,1910,0.0,98144,47.597,-122.292,2320,6240
6/3/2014,4,2.25,2290,5350,2.0,0.0,0.0,4,9,2120,170.0,1958,0.0,98199,47.6428,-122.411,2910,5350
5/5/2014,5,2.5,3180,13806,2.0,0.0,0.0,4,10,3180,0.0,1990,0.0,98033,47.652,-122.182,3180,13798
9/4/2014,4,3.0,1540,4140,1.5,0.0,0.0,5,7,1540,0.0,1902,0.0,98107,47.6728,-122.396,1460,5000
5/14/2014,3,1.0,1050,9876,1.0,0.0,0.0,3,7,1050,0.0,1953,0.0,98028,47.7635,-122.262,1760,9403
12/4/2014,3,1.75,1480,6800,1.0,0.0,0.0,4,7,1480,0.0,1968,0.0,98055,47.4633,-122.18799999999999,1500,7900
8/20/2014,3,2.0,1010,5973,1.0,0.0,0.0,5,6,1010,0.0,1942,0.0,98033,47.6652,-122.20200000000001,1920,6015
11/13/2014,3,1.75,1660,8208,1.0,0.0,0.0,4,8,1660,0.0,1965,0.0,98005,47.5919,-122.154,2210,11000
2/11/2015,5,2.25,2760,6350,1.0,0.0,0.0,3,7,1380,0.0,1958,0.0,98126,47.5561,-122.37899999999999,2060,6342
2/13/2015,3,1.0,1270,7500,1.0,0.0,0.0,3,6,1270,0.0,1954,0.0,98198,47.4214,-122.316,1250,8000
8/26/2014,3,3.25,2960,39370,2.0,0.0,0.0,3,10,2960,0.0,1989,0.0,98011,47.7452,-122.20200000000001,2960,56628
2/27/2015,3,2.0,1330,8748,1.0,0.0,0.0,3,7,1330,0.0,1986,0.0,98003,47.2619,-122.29799999999999,1510,8584
6/16/2014,2,1.75,1210,1040,2.0,0.0,0.0,3,8,1210,0.0,2014,0.0,98029,47.5519,-121.999,1210,1090
1/28/2015,4,2.5,2120,6754,2.0,0.0,0.0,3,7,2120,0.0,1998,0.0,98030,47.3629,-122.184,2120,6937
9/6/2014,3,1.75,2090,12026,1.0,0.0,0.0,4,7,2090,0.0,1948,0.0,98002,47.3095,-122.21700000000001,1700,9496
7/15/2014,3,2.75,1950,12240,1.0,0.0,0.0,3,7,1250,700.0,1956,0.0,98028,47.7401,-122.258,1880,12000
4/13/2015,5,2.25,3740,14913,1.5,0.0,0.0,4,9,3740,0.0,1979,0.0,98074,47.6234,-122.059,2180,7600
11/17/2014,3,1.75,1140,8263,1.0,0.0,0.0,5,7,1140,0.0,1950,0.0,98155,47.7407,-122.32700000000001,1140,6770
6/12/2014,3,2.5,2480,5137,2.0,0.0,0.0,3,9,2480,0.0,2000,0.0,98052,47.684,-122.164,2480,6023
12/30/2014,5,2.5,2580,11250,1.0,0.0,0.0,3,7,1410,1170.0,1964,0.0,98198,47.397,-122.31299999999999,2240,11780
4/30/2015,3,2.0,2290,5001,1.0,0.0,0.0,4,7,1490,800.0,1960,0.0,98103,47.6909,-122.339,1230,5001
2/18/2015,4,2.5,2320,12042,1.0,0.0,0.0,4,7,1320,1000.0,1975,0.0,98072,47.76300000000001,-122.16,2160,7054
5/5/2015,3,2.5,2530,8820,2.0,0.0,0.0,3,8,2530,0.0,1997,0.0,98031,47.42,-122.205,2340,9472
4/8/2015,4,2.0,1400,7140,1.0,0.0,0.0,3,7,1400,0.0,1969,0.0,98155,47.7719,-122.309,1610,10500
9/3/2014,3,3.0,2060,1850,2.0,0.0,0.0,3,8,1400,0.0,2007,0.0,98119,47.6543,-122.37299999999999,1910,2951
7/14/2014,3,1.0,1640,4000,1.5,0.0,0.0,5,7,1640,0.0,1909,0.0,98103,47.6563,-122.351,2140,4000
7/24/2014,5,2.75,3000,25175,1.0,0.0,0.0,4,7,1500,1500.0,1961,0.0,98027,47.497,-122.088,2170,40523
3/24/2015,3,1.0,1320,8500,1.0,0.0,0.0,4,7,1320,0.0,1954,0.0,98039,47.6187,-122.226,2790,10800
10/27/2014,4,2.0,1760,4500,1.5,0.0,0.0,5,7,1760,0.0,1906,0.0,98103,47.6711,-122.331,1740,4220
4/27/2015,3,3.25,2130,2306,2.0,0.0,1.0,5,7,1420,710.0,1924,0.0,98136,47.5424,-122.391,1560,4500
4/14/2015,3,2.0,1390,7120,1.0,0.0,0.0,3,7,1390,0.0,1988,0.0,98030,47.3786,-122.179,1530,7688
5/14/2014,3,1.75,1400,3825,1.5,0.0,0.0,4,6,1100,300.0,1904,0.0,98117,47.6793,-122.39299999999999,1720,5100
5/7/2015,3,2.75,3230,9576,1.5,0.0,0.0,4,8,3230,0.0,1966,0.0,98034,47.7307,-122.18299999999999,2820,9576
11/3/2014,3,1.0,1110,7603,1.0,0.0,0.0,3,7,1110,0.0,1967,0.0,98034,47.7262,-122.22399999999999,1260,8094
4/14/2015,3,2.5,1670,4220,2.0,0.0,0.0,3,7,1670,0.0,2002,0.0,98038,47.3834,-122.02799999999999,1670,4238
4/28/2015,3,1.0,1540,9450,1.0,0.0,0.0,4,7,1540,0.0,1960,0.0,98198,47.3612,-122.315,1210,9450
11/21/2014,4,2.25,2090,7400,1.0,0.0,0.0,3,9,1670,420.0,1973,0.0,98023,47.3178,-122.38,2260,8000
11/20/2014,3,2.0,1410,8088,1.0,0.0,0.0,3,7,1410,0.0,1987,0.0,98034,47.7303,-122.227,1770,7401
5/23/2014,3,2.0,1370,78408,1.0,0.0,0.0,5,7,1370,0.0,1964,0.0,98042,47.3867,-122.081,1620,9690
9/11/2014,4,2.25,1910,5120,1.0,0.0,0.0,3,8,1300,610.0,1954,0.0,98199,47.6534,-122.40899999999999,1810,5153
5/5/2015,3,2.0,1678,13862,1.0,0.0,0.0,3,7,1678,0.0,1994,0.0,98030,47.3744,-122.19,1550,11753
3/4/2015,3,1.0,960,12745,1.0,0.0,0.0,4,6,960,0.0,1977,0.0,98038,47.3617,-122.03,1160,10488
5/12/2015,2,1.75,2080,13054,1.0,0.0,1.0,3,7,2080,0.0,1951,0.0,98155,47.7435,-122.292,2440,13054
2/18/2015,3,2.25,1790,7700,1.0,0.0,0.0,4,7,1340,450.0,1976,0.0,98034,47.7205,-122.16799999999999,1610,7350
5/21/2014,3,2.5,2540,6093,2.0,0.0,0.0,3,9,2540,0.0,1999,0.0,98034,47.7042,-122.236,2540,5924
5/6/2015,5,1.5,1790,11656,2.0,0.0,0.0,3,7,1790,0.0,1963,0.0,98198,47.3961,-122.30799999999999,2040,9790
9/6/2014,2,1.0,940,9330,1.0,0.0,0.0,3,6,940,0.0,1941,0.0,98118,47.5445,-122.273,1900,6145
6/13/2014,2,1.0,900,4600,1.0,0.0,0.0,3,6,900,0.0,1951,0.0,98117,47.6918,-122.361,1060,4600
4/21/2015,4,1.75,1900,8800,1.0,0.0,0.0,3,8,1140,760.0,1975,0.0,98033,47.6579,-122.197,2280,8800
9/4/2014,3,1.0,1440,4268,1.0,0.0,0.0,3,7,1040,400.0,1953,0.0,98108,47.5468,-122.29299999999999,1370,4268
5/7/2014,3,1.75,2070,37904,1.0,0.0,0.0,4,7,1420,650.0,1973,0.0,98058,47.425,-122.186,2011,19110
12/2/2014,4,2.5,2240,7245,1.0,0.0,0.0,4,7,1140,1100.0,1972,0.0,98034,47.7161,-122.17,1740,7350
5/8/2015,4,2.5,3320,5034,2.0,0.0,0.0,4,7,3320,0.0,2006,0.0,98042,47.4011,-122.164,2580,4950
7/2/2014,4,2.25,1950,5950,1.0,0.0,0.0,3,8,1330,620.0,1947,0.0,98109,47.638999999999996,-122.34700000000001,2600,5593
8/22/2014,3,1.5,1240,7733,1.0,0.0,0.0,3,6,790,450.0,1941,0.0,98125,47.714,-122.28299999999999,1130,7733
4/27/2015,4,2.5,1830,4694,2.0,0.0,0.0,3,7,1830,0.0,2003,0.0,98038,47.3573,-122.016,1830,5175
4/6/2015,3,1.75,1740,4400,1.5,0.0,0.0,3,8,1740,0.0,1903,0.0,98122,47.6115,-122.292,1740,4400
4/28/2015,3,1.75,1410,15120,1.0,0.0,0.0,4,7,1410,0.0,1950,0.0,98004,47.5974,-122.195,1880,15120
5/20/2014,4,2.75,2050,3960,1.0,0.0,0.0,4,7,1180,870.0,1986,0.0,98116,47.5808,-122.39399999999999,1440,5040
9/26/2014,4,2.75,3220,16145,2.0,0.0,0.0,3,10,3220,0.0,1993,0.0,98075,47.5786,-121.995,3200,12921
5/13/2014,3,1.75,1960,5000,1.0,0.0,0.0,5,6,980,980.0,1911,0.0,98108,47.5576,-122.31700000000001,1790,5000
4/27/2015,3,1.75,1070,6110,1.0,0.0,0.0,4,7,1070,0.0,1968,0.0,98002,47.3249,-122.20700000000001,1350,6148
7/31/2014,5,2.5,2820,9956,1.0,0.0,0.0,4,7,1410,1410.0,1967,0.0,98168,47.4715,-122.33,2700,9956
10/30/2014,2,1.0,800,3090,1.0,0.0,0.0,4,6,800,0.0,1925,0.0,98118,47.5518,-122.277,1400,3090
11/24/2014,3,1.0,1260,7897,1.0,0.0,0.0,3,7,1260,0.0,1979,0.0,98022,47.1946,-122.00299999999999,1560,8285
8/18/2014,3,2.5,2420,7423,2.0,0.0,0.0,3,8,2420,0.0,1990,0.0,98092,47.3199,-122.186,2260,7629
5/19/2014,1,1.5,810,3211,2.0,0.0,0.0,4,7,810,0.0,1982,0.0,98033,47.6939,-122.184,1320,3298
7/16/2014,3,1.0,1600,5000,1.5,0.0,0.0,3,7,1110,490.0,1947,0.0,98107,47.655,-122.35799999999999,1380,5000
7/25/2014,4,1.0,1350,9000,1.5,0.0,0.0,4,7,1350,0.0,1964,0.0,98103,47.6953,-122.33200000000001,1940,8000
12/2/2014,3,1.0,970,7790,1.0,0.0,0.0,3,6,970,0.0,1967,0.0,98003,47.3165,-122.325,1150,8160
8/15/2014,2,1.5,1780,4750,1.0,0.0,0.0,4,7,1080,700.0,1947,0.0,98117,47.6859,-122.395,1690,5962
7/21/2014,3,2.0,1350,7686,1.0,0.0,0.0,3,7,1350,0.0,1989,0.0,98038,47.3609,-122.053,1470,7686
4/2/2015,3,1.75,1840,19501,1.0,0.0,0.0,4,8,1270,570.0,1972,0.0,98003,47.3364,-122.318,1910,12000
4/22/2015,5,2.25,2550,9200,1.0,0.0,0.0,4,8,1580,970.0,1975,0.0,98166,47.4673,-122.363,2090,9200
9/15/2014,3,2.5,2430,7857,2.0,0.0,0.0,5,8,1730,700.0,1980,0.0,98055,47.4546,-122.211,2160,8740
9/3/2014,5,2.0,2740,8230,1.5,0.0,0.0,3,7,2210,530.0,1962,0.0,98155,47.7352,-122.29700000000001,2130,8232
5/28/2014,3,1.5,1560,7300,1.0,0.0,0.0,4,7,1040,520.0,1964,0.0,98001,47.3427,-122.281,1460,7910
7/18/2014,2,1.0,1040,4590,1.0,0.0,0.0,3,7,1040,0.0,1954,0.0,98146,47.5078,-122.337,1040,6120
1/23/2015,4,1.75,1820,9824,1.0,0.0,0.0,5,7,1820,0.0,1968,0.0,98042,47.3833,-122.09299999999999,1410,11013
8/6/2014,3,3.0,1833,1706,3.0,0.0,0.0,3,9,1833,0.0,1998,0.0,98115,47.6827,-122.325,1466,1455
2/3/2015,3,2.5,2160,3738,2.0,0.0,0.0,3,8,2160,0.0,1994,0.0,98126,47.5661,-122.375,1500,4000
7/21/2014,3,1.5,1370,9720,2.0,0.0,0.0,3,7,1370,0.0,1968,0.0,98034,47.7302,-122.197,1510,8775
3/31/2015,2,2.5,1414,1960,2.0,0.0,0.0,3,8,1414,0.0,1986,0.0,98006,47.5423,-122.189,1414,2511
11/18/2014,5,3.25,4115,7910,2.0,0.0,0.0,3,9,4115,0.0,2014,0.0,98053,47.6847,-122.016,3950,6765
10/4/2014,3,1.75,1550,6225,1.0,0.0,0.0,4,7,1550,0.0,1949,0.0,98002,47.3098,-122.21799999999999,1760,9496
10/28/2014,4,2.25,2100,3671,1.5,0.0,0.0,3,8,1750,350.0,1929,0.0,98112,47.6359,-122.3,1800,4560
9/8/2014,3,1.75,1160,7006,1.0,0.0,0.0,4,7,1160,0.0,1992,0.0,98022,47.1937,-121.98,1670,7750
9/15/2014,5,2.5,3597,4972,2.0,0.0,0.0,3,7,3597,0.0,2006,0.0,98001,47.3002,-122.28200000000001,3193,6000
1/2/2015,3,1.5,1230,10125,1.0,0.0,0.0,3,7,1230,0.0,1960,0.0,98198,47.397,-122.29899999999999,1970,10125
11/7/2014,4,2.5,2190,7125,2.0,0.0,0.0,5,8,2190,0.0,1978,0.0,98032,47.3709,-122.285,2190,8075
7/1/2014,3,1.75,1040,9000,1.0,0.0,0.0,4,7,1040,0.0,1967,0.0,98027,47.5253,-122.04299999999999,1750,10878
8/14/2014,4,2.25,2270,10000,1.0,0.0,0.0,5,8,1720,550.0,1974,0.0,98006,47.5599,-122.14200000000001,2270,10148
11/11/2014,4,2.25,1950,7280,2.0,0.0,0.0,4,8,1950,0.0,1979,0.0,98023,47.2957,-122.37,1910,7280
9/25/2014,3,2.5,1880,6818,2.0,0.0,0.0,3,8,1880,0.0,1993,0.0,98031,47.4206,-122.18299999999999,1970,7000
3/26/2015,4,2.5,2850,5664,2.0,0.0,0.0,3,9,2850,0.0,2001,0.0,98075,47.5835,-121.99600000000001,2850,5475
2/18/2015,2,1.0,1160,6911,1.0,0.0,0.0,3,7,1160,0.0,1947,0.0,98125,47.7149,-122.318,1120,6948
12/1/2014,3,1.75,1370,10050,1.0,0.0,1.0,4,7,1370,0.0,1966,0.0,98023,47.3338,-122.34100000000001,1720,10050
3/4/2015,5,2.5,3450,35880,2.0,0.0,0.0,3,11,3450,0.0,1992,0.0,98052,47.7173,-122.09899999999999,3450,26820
4/2/2015,3,1.5,1460,78408,1.0,0.0,0.0,4,7,1460,0.0,1963,0.0,98075,47.59,-122.05799999999999,3320,7787
8/27/2014,3,1.75,1300,20700,1.0,0.0,0.0,3,7,1300,0.0,1962,0.0,98024,47.5587,-121.904,1930,37638
3/18/2015,3,1.75,1300,20700,1.0,0.0,0.0,3,7,1300,0.0,1962,0.0,98024,47.5587,-121.904,1930,37638
7/21/2014,4,2.0,1540,7575,1.0,0.0,0.0,4,7,1040,500.0,1978,0.0,98032,47.3664,-122.279,1720,7575
4/22/2015,4,2.25,2130,7172,2.0,0.0,0.0,4,8,2130,0.0,1964,0.0,98008,47.6271,-122.11200000000001,1910,7653
7/9/2014,2,1.75,1350,4614,1.0,0.0,0.0,3,8,1350,0.0,2008,0.0,98053,47.7091,-122.015,1680,4775
12/29/2014,4,2.5,1940,4875,2.0,0.0,0.0,4,9,1940,0.0,1925,0.0,98112,47.6427,-122.304,1790,4875
7/15/2014,5,2.5,2890,5110,2.0,0.0,2.0,3,9,2890,0.0,2003,0.0,98029,47.5453,-121.995,3010,5110
2/24/2015,3,1.75,1680,9769,1.0,0.0,0.0,3,8,1340,340.0,1989,0.0,98058,47.4631,-122.126,1730,9686
12/23/2014,4,2.25,1960,10400,1.0,0.0,0.0,4,8,1220,740.0,1985,0.0,98023,47.3199,-122.39200000000001,1650,8660
12/31/2014,3,1.75,1590,7931,1.0,0.0,0.0,3,7,1190,400.0,1979,0.0,98038,47.3628,-122.05,1680,7931
7/21/2014,4,1.0,1390,17739,1.0,0.0,0.0,3,7,1390,0.0,1958,0.0,98003,47.3457,-122.302,1230,7840
6/27/2014,4,1.75,2440,7350,1.0,0.0,0.0,3,8,1610,830.0,1978,0.0,98032,47.3743,-122.285,2180,7680
6/2/2014,4,2.0,1850,7560,1.0,0.0,0.0,4,7,1540,310.0,1978,0.0,98032,47.3666,-122.277,1620,7658
7/10/2014,4,2.5,2800,9538,2.0,0.0,0.0,3,8,2800,0.0,1993,0.0,98003,47.2675,-122.307,1970,7750
9/25/2014,3,2.5,3780,35273,1.5,0.0,0.0,3,10,3780,0.0,1986,0.0,98072,47.7499,-122.119,3450,35273
10/30/2014,3,2.0,1910,8050,1.0,0.0,0.0,4,7,1000,910.0,1980,0.0,98030,47.37,-122.17,1780,7344
2/23/2015,4,2.25,2460,7620,1.0,0.0,0.0,3,7,1230,1230.0,1969,0.0,98106,47.5285,-122.345,2090,7620
4/24/2015,1,1.0,810,5000,1.0,0.0,1.0,3,7,590,220.0,1936,0.0,98106,47.5696,-122.36,1920,5000
3/20/2015,3,1.5,1900,5250,1.0,0.0,0.0,4,7,1500,400.0,1943,0.0,98117,47.6991,-122.39200000000001,1810,5250
5/4/2014,3,2.5,2200,7350,1.0,0.0,0.0,5,8,1570,630.0,1988,0.0,98058,47.4395,-122.161,2350,7557
3/16/2015,3,1.5,1190,11996,1.0,0.0,0.0,4,7,1190,0.0,1969,0.0,98077,47.7561,-122.071,1190,9756
4/23/2015,3,2.25,2040,18360,2.0,0.0,0.0,4,8,2040,0.0,1983,0.0,98052,47.6976,-122.137,2590,21315
4/21/2015,4,2.5,2400,3986,2.0,0.0,0.0,3,8,2400,0.0,1999,0.0,98065,47.5344,-121.87700000000001,2070,3986
4/29/2015,3,2.5,1670,5791,2.0,0.0,0.0,3,7,1670,0.0,1995,0.0,98055,47.4424,-122.18799999999999,1610,6034
1/15/2015,2,1.0,990,4800,1.0,0.0,0.0,3,6,990,0.0,1908,0.0,98118,47.5615,-122.28,1700,5400
4/15/2015,3,1.75,2920,10573,1.0,0.0,0.0,4,7,2920,0.0,1964,0.0,98055,47.4429,-122.195,1560,10572
11/12/2014,3,1.75,1840,9401,1.0,0.0,0.0,3,8,1840,0.0,1971,0.0,98075,47.5847,-122.075,2850,14323
5/12/2014,2,1.0,910,4500,1.5,0.0,0.0,4,7,910,0.0,1906,0.0,98118,47.5633,-122.289,1270,3500
7/14/2014,5,2.5,2950,72309,2.0,0.0,0.0,3,8,2950,0.0,2006,0.0,98058,47.4186,-122.079,1480,56192
11/12/2014,3,1.5,1240,9500,1.0,0.0,0.0,4,7,1240,0.0,1955,0.0,98166,47.4756,-122.35,1845,10125
12/1/2014,4,2.5,1980,7264,2.0,0.0,0.0,3,7,1980,0.0,1996,0.0,98038,47.3678,-122.01899999999999,1600,6380
2/11/2015,3,1.0,1200,10080,1.0,0.0,0.0,4,7,1200,0.0,1969,0.0,98042,47.3261,-122.135,1230,9800
2/4/2015,3,1.5,1280,15028,1.0,0.0,0.0,3,7,1280,0.0,1982,0.0,98074,47.6304,-122.035,1470,13698
9/15/2014,4,2.5,3150,5757,2.0,0.0,0.0,3,9,3150,0.0,2004,0.0,98058,47.4568,-122.117,3100,5757
8/4/2014,5,3.5,3500,10794,2.0,0.0,0.0,3,10,3500,0.0,1996,0.0,98075,47.5887,-121.97399999999999,3110,10837
9/2/2014,3,1.5,1680,13751,1.0,0.0,0.0,4,7,1680,0.0,1951,0.0,98040,47.5716,-122.227,1760,13500
10/17/2014,3,2.5,1360,3188,2.0,0.0,0.0,3,7,1360,0.0,1986,0.0,98052,47.6831,-122.096,1090,3188
9/3/2014,3,2.25,2110,7350,1.0,0.0,0.0,3,8,1530,580.0,1980,0.0,98023,47.3088,-122.34100000000001,2640,7777
4/22/2015,3,1.5,1900,9994,1.0,0.0,0.0,3,7,1120,780.0,1960,0.0,98168,47.4729,-122.301,1900,9994
8/19/2014,5,3.5,4050,13495,1.0,0.0,2.0,4,9,2230,0.0,1988,0.0,98166,47.4384,-122.352,3210,13495
4/15/2015,2,1.5,1120,1201,3.0,0.0,0.0,3,8,1120,0.0,1999,0.0,98103,47.6524,-122.353,1370,1298
10/1/2014,4,4.0,2850,2970,2.0,0.0,0.0,3,8,2120,730.0,1999,0.0,98029,47.547,-122.01,2380,3559
4/22/2015,4,2.25,2360,7650,1.0,0.0,0.0,3,8,1640,0.0,1963,0.0,98155,47.75,-122.292,2320,11060
11/8/2014,3,1.75,1160,6120,1.0,0.0,0.0,3,7,1040,120.0,1941,0.0,98115,47.6926,-122.287,1530,6120
2/20/2015,4,3.5,2710,2147,2.0,0.0,0.0,3,10,2220,490.0,2007,0.0,98029,47.5468,-121.994,2650,2252
11/7/2014,3,1.0,1010,9678,1.0,0.0,0.0,5,7,1010,0.0,1955,0.0,98188,47.4396,-122.285,1010,9375
10/17/2014,3,2.5,2980,18935,1.5,0.0,0.0,3,11,2980,0.0,1990,0.0,98077,47.7133,-122.079,3670,18225
8/7/2014,4,2.75,2420,6495,2.0,0.0,0.0,3,8,2420,0.0,2005,0.0,98038,47.3771,-122.029,2420,6200
9/17/2014,3,3.0,3040,5067,3.0,0.0,2.0,3,10,3040,0.0,1993,0.0,98118,47.5409,-122.26700000000001,1820,5998
6/16/2014,5,3.0,1940,6355,1.0,0.0,0.0,3,8,1200,740.0,2007,0.0,98168,47.49800000000001,-122.322,1940,5033
9/12/2014,4,3.5,3780,20023,2.0,0.0,2.0,3,10,3780,0.0,2001,0.0,98029,47.5491,-122.006,2150,3675
11/24/2014,4,2.5,1950,5451,2.0,0.0,0.0,3,7,1950,0.0,2004,0.0,98058,47.4341,-122.14399999999999,2240,6221
3/30/2015,3,2.5,2450,5760,2.0,0.0,0.0,3,9,2450,0.0,2000,0.0,98074,47.6145,-122.02600000000001,2450,5762
4/23/2015,4,1.5,1730,7020,1.5,0.0,0.0,4,5,1730,0.0,1953,0.0,98056,47.4939,-122.167,1110,7020
12/2/2014,4,1.5,1690,3245,1.5,0.0,0.0,3,8,1690,0.0,1929,0.0,98126,47.5445,-122.375,1380,1590
7/18/2014,4,2.5,2290,11072,2.0,0.0,0.0,3,9,2290,0.0,1986,0.0,98074,47.6283,-122.03,2340,9774
1/27/2015,4,2.25,2710,22860,1.0,0.0,0.0,4,7,1850,860.0,1962,0.0,98001,47.3207,-122.266,1700,22860
5/29/2014,4,1.75,1880,7632,1.0,0.0,0.0,4,7,1180,700.0,1978,0.0,98023,47.3068,-122.37200000000001,1840,8528
