,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,renovated,MHI
6741,3.0,2.0,2190.0,13673.0,1.0,0.0,0.0,4,9,2190.0,0.0,1994,98042,47.3542,-122.098,2770.0,13804.0,0,102350.0
6742,3.0,1.75,1230.0,13056.0,1.0,0.0,0.0,4,7,1230.0,0.0,1962,98001,47.3171,-122.279,1690.0,15750.0,0,90343.0
6743,4.0,2.5,2030.0,7140.0,1.0,0.0,0.0,4,7,1400.0,630.0,1968,98008,47.6244,-122.109,1800.0,7565.0,0,153050.0
6744,2.0,1.0,780.0,3475.0,1.0,0.0,0.0,4,5,780.0,0.0,1930,98045,47.4944,-121.789,1210.0,6769.0,0,111186.0
6745,2.0,1.5,1110.0,1200.0,3.0,0.0,0.0,3,8,1110.0,0.0,2000,98103,47.6931,-122.34200000000001,1110.0,1363.0,0,81204.0
6746,3.0,2.5,2790.0,53143.0,2.0,0.0,0.0,4,9,2790.0,0.0,1991,98077,47.7687,-122.036,2740.0,47916.0,0,148281.0
6747,4.0,1.75,1660.0,10757.0,1.0,0.0,0.0,3,7,1000.0,0.0,1980,98056,47.5071,-122.194,1880.0,8319.0,0,113525.0
6748,4.0,1.0,3410.0,5000.0,2.0,0.0,0.0,5,8,2190.0,1220.0,1910,98144,47.5807,-122.291,2550.0,5000.0,0,141360.0
6749,4.0,2.25,2390.0,13002.0,2.0,0.0,0.0,3,8,2390.0,0.0,1987,98023,47.3111,-122.35,2450.0,11200.0,0,72582.0
6750,4.0,2.5,1850.0,5880.0,2.0,0.0,0.0,3,8,1850.0,0.0,1998,98092,47.3322,-122.17299999999999,2370.0,6500.0,0,114031.0
6751,6.0,2.0,2500.0,5200.0,1.0,0.0,0.0,3,8,1250.0,1250.0,1966,98118,47.5517,-122.26799999999999,1800.0,5200.0,0,128068.0
6752,3.0,1.0,1000.0,8320.0,1.0,0.0,0.0,5,6,1000.0,0.0,1951,98155,47.7548,-122.316,1090.0,8450.0,0,84554.0
6753,4.0,2.0,2450.0,5000.0,2.0,0.0,4.0,5,8,2200.0,250.0,1919,98116,47.5619,-122.405,2360.0,6090.0,0,155234.0
6754,4.0,1.75,1440.0,6144.0,1.0,0.0,0.0,5,6,720.0,720.0,1947,98106,47.5257,-122.35700000000001,960.0,5160.0,0,65134.0
6755,3.0,2.25,1660.0,7003.0,2.0,0.0,0.0,3,7,1660.0,0.0,1996,98030,47.3599,-122.18799999999999,1840.0,6680.0,0,71781.0
6756,3.0,2.5,2510.0,4600.0,2.0,0.0,2.0,3,10,2510.0,0.0,2006,98034,47.7051,-122.223,2560.0,7500.0,0,152566.0
6757,4.0,2.5,3090.0,12511.0,2.0,0.0,0.0,4,10,3090.0,0.0,1998,98075,47.5932,-121.98299999999999,3100.0,10882.0,0,180809.0
6758,3.0,1.0,860.0,5185.0,1.0,0.0,0.0,4,6,860.0,0.0,1968,98042,47.3634,-122.086,1120.0,5494.0,0,93203.0
6759,2.0,1.0,1220.0,28703.0,1.0,0.0,0.0,4,7,1220.0,0.0,1953,98056,47.4952,-122.17200000000001,2740.0,6720.0,0,68653.0
6760,3.0,1.0,1010.0,7680.0,1.0,0.0,0.0,4,7,1010.0,0.0,1967,98034,47.732,-122.23100000000001,1320.0,7373.0,0,112727.0
6761,4.0,2.25,2390.0,7350.0,2.0,0.0,0.0,3,8,2390.0,0.0,1990,98023,47.2938,-122.348,2390.0,7350.0,0,88636.0
6762,4.0,2.25,3340.0,8000.0,2.0,0.0,0.0,4,8,3340.0,0.0,1973,98023,47.317,-122.385,2230.0,8000.0,0,77212.0
6763,5.0,3.25,3620.0,4650.0,2.0,0.0,0.0,3,8,2790.0,0.0,2004,98038,47.3552,-122.02600000000001,2850.0,4650.0,0,96682.0
6764,5.0,2.25,4200.0,5800.0,2.5,0.0,0.0,4,9,2910.0,1290.0,1906,98112,47.6284,-122.31200000000001,3060.0,5800.0,0,208147.0
6765,5.0,2.75,3831.0,13800.0,2.0,1.0,4.0,3,9,3831.0,0.0,1959,98040,47.5919,-122.251,3850.0,36563.0,1,173333.0
6766,3.0,1.0,1980.0,9540.0,1.0,0.0,0.0,3,7,1080.0,900.0,1949,98133,47.7551,-122.353,1680.0,9529.0,0,123287.0
6767,4.0,1.75,1790.0,8372.0,1.0,0.0,0.0,4,8,1340.0,450.0,1976,98033,47.6605,-122.189,2180.0,10500.0,0,162583.0
6768,3.0,2.0,1580.0,7400.0,1.0,0.0,0.0,3,7,1050.0,530.0,1977,98052,47.6715,-122.162,1560.0,7458.0,0,130135.0
6769,6.0,1.75,2460.0,6000.0,1.0,0.0,0.0,4,7,1230.0,1230.0,1913,98115,47.6721,-122.323,1560.0,4275.0,0,112917.0
6770,5.0,2.75,2110.0,5120.0,2.0,0.0,0.0,3,7,1870.0,240.0,1947,98106,47.5294,-122.35700000000001,1580.0,5120.0,1,65134.0
6771,3.0,2.5,1470.0,1204.0,3.0,0.0,0.0,3,8,1470.0,0.0,2006,98117,47.6998,-122.366,1460.0,1245.0,0,101848.0
6772,4.0,2.5,3510.0,13100.0,2.0,0.0,0.0,4,10,3510.0,0.0,1966,98040,47.5306,-122.227,3230.0,12745.0,0,218393.0
6773,1.0,0.75,520.0,2885.0,1.0,0.0,0.0,4,6,520.0,0.0,1947,98117,47.6886,-122.37799999999999,980.0,4241.0,0,125043.0
6774,3.0,2.5,1950.0,7421.0,2.0,0.0,0.0,3,8,1950.0,0.0,1996,98038,47.3842,-122.036,2200.0,4668.0,0,121696.0
6775,2.0,1.0,770.0,9715.0,1.0,0.0,0.0,4,6,770.0,0.0,1942,98168,47.4924,-122.31200000000001,1140.0,9715.0,0,85273.0
6776,4.0,2.5,2250.0,6064.0,2.0,0.0,0.0,3,8,2250.0,0.0,2005,98056,47.4956,-122.17399999999999,1520.0,7840.0,0,68653.0
6777,3.0,3.0,4040.0,7200.0,1.5,0.0,2.0,4,9,3340.0,700.0,1930,98112,47.6288,-122.28399999999999,3450.0,10800.0,0,250000.0
6778,4.0,1.75,2360.0,6000.0,1.0,0.0,0.0,3,7,1280.0,1080.0,1955,98109,47.6465,-122.35700000000001,1700.0,3460.0,0,200294.0
6779,4.0,2.5,2330.0,45860.0,2.0,0.0,0.0,3,9,2330.0,0.0,1989,98075,47.5842,-121.992,2930.0,5020.0,0,180809.0
6780,3.0,1.0,1720.0,8910.0,1.0,0.0,0.0,4,7,1720.0,0.0,1954,98155,47.7736,-122.296,1870.0,8640.0,0,94773.0
6781,3.0,1.75,1900.0,8540.0,1.0,0.0,0.0,3,6,950.0,950.0,1980,98168,47.4868,-122.303,1370.0,10204.0,0,51768.0
6782,3.0,1.0,1040.0,6800.0,1.0,0.0,0.0,5,6,1040.0,0.0,1951,98178,47.492,-122.22399999999999,1430.0,6080.0,0,61979.0
6783,3.0,2.0,2070.0,9195.0,1.0,0.0,0.0,3,8,1220.0,850.0,1982,98074,47.6491,-122.061,2080.0,9551.0,0,180094.0
6784,3.0,2.0,2070.0,9195.0,1.0,0.0,0.0,3,8,1220.0,850.0,1982,98074,47.6491,-122.061,2080.0,9551.0,0,180094.0
6785,3.0,3.0,1550.0,1608.0,2.0,0.0,0.0,3,8,1280.0,270.0,2001,98122,47.6042,-122.303,1940.0,1883.0,0,114531.0
6786,3.0,2.5,2020.0,11935.0,1.0,0.0,0.0,4,9,2020.0,0.0,1976,98052,47.632,-122.09200000000001,2410.0,12350.0,0,169250.0
6787,5.0,2.5,3320.0,9024.0,2.0,0.0,0.0,3,9,3320.0,0.0,1999,98075,47.5865,-122.056,3320.0,7665.0,0,163000.0
6788,4.0,3.25,4130.0,112521.0,2.0,0.0,0.0,3,11,4130.0,0.0,1978,98005,47.6392,-122.165,3140.0,26147.0,0,149000.0
6789,5.0,2.0,2030.0,9804.0,1.0,0.0,0.0,3,7,1110.0,920.0,1963,98008,47.6297,-122.11399999999999,1930.0,7990.0,0,153050.0
6790,3.0,1.75,1770.0,7875.0,1.0,0.0,0.0,4,7,1170.0,600.0,1958,98008,47.606,-122.125,1670.0,8000.0,0,94773.0
6791,4.0,3.25,3330.0,7809.0,2.0,0.0,0.0,3,9,3330.0,0.0,2004,98075,47.5977,-121.976,3100.0,6465.0,0,208056.0
6792,4.0,2.5,2260.0,9686.0,1.0,0.0,0.0,4,7,1520.0,740.0,1965,98002,47.286,-122.21799999999999,1750.0,9916.0,0,53375.0
6793,3.0,2.5,1950.0,6871.0,2.0,0.0,0.0,3,8,1950.0,0.0,1997,98155,47.7603,-122.307,1950.0,7663.0,0,84554.0
6794,3.0,2.5,2930.0,19900.0,1.5,0.0,0.0,3,9,2930.0,0.0,1983,98077,47.7234,-122.066,3160.0,20492.0,0,210327.0
6795,3.0,2.75,1960.0,2500.0,1.5,0.0,0.0,5,7,1410.0,550.0,1926,98103,47.6744,-122.353,2040.0,5000.0,0,138750.0
6796,4.0,2.5,2980.0,12534.0,2.0,0.0,0.0,3,9,2980.0,0.0,1996,98031,47.3999,-122.211,2630.0,12534.0,0,75461.0
6797,2.0,1.0,780.0,6685.0,1.0,0.0,0.0,4,5,780.0,0.0,1948,98002,47.305,-122.215,880.0,6695.0,0,68115.0
6798,3.0,2.5,1650.0,4218.0,2.0,0.0,0.0,3,8,1650.0,0.0,2000,98075,47.5998,-122.016,1650.0,4559.0,0,177284.0
6799,3.0,3.25,4030.0,12765.0,2.0,0.0,0.0,4,9,2800.0,1230.0,1975,98005,47.6331,-122.166,2670.0,13447.0,0,149000.0
6800,3.0,1.0,1010.0,10125.0,1.0,0.0,0.0,4,7,1010.0,0.0,1972,98042,47.3423,-122.088,1230.0,10125.0,0,102350.0
6801,3.0,1.0,1190.0,9600.0,1.0,0.0,0.0,3,7,1190.0,0.0,1981,98045,47.4805,-121.762,1360.0,10140.0,0,111186.0
6802,2.0,1.0,1050.0,8750.0,1.0,0.0,0.0,4,7,1050.0,0.0,1951,98004,47.6294,-122.215,3360.0,20115.0,0,230556.0
6803,3.0,2.5,1560.0,4244.0,2.0,0.0,0.0,3,7,1560.0,0.0,2002,98038,47.3834,-122.027,1670.0,4251.0,0,121696.0
6804,3.0,1.5,1490.0,7800.0,1.0,0.0,0.0,3,7,1010.0,480.0,1963,98003,47.3431,-122.304,1570.0,7800.0,0,52850.0
6805,2.0,1.0,770.0,8149.0,1.0,0.0,0.0,4,6,770.0,0.0,1948,98155,47.7439,-122.301,820.0,8149.0,0,90833.0
6806,1.0,1.0,620.0,5100.0,1.0,0.0,0.0,3,6,620.0,0.0,1954,98144,47.5699,-122.287,1540.0,2676.0,0,96433.0
6807,3.0,1.5,1200.0,9120.0,1.0,0.0,0.0,3,7,1000.0,200.0,1963,98055,47.4545,-122.18700000000001,1640.0,9200.0,0,66458.0
6808,4.0,2.0,2120.0,6865.0,1.0,0.0,0.0,3,7,1060.0,1060.0,1954,98133,47.7775,-122.337,1460.0,7780.0,0,90028.0
6809,3.0,2.5,2330.0,3610.0,2.0,0.0,0.0,3,8,2330.0,0.0,1999,98074,47.6022,-122.021,1830.0,2948.0,0,177284.0
6810,3.0,1.75,2000.0,9760.0,1.0,0.0,0.0,4,8,1400.0,600.0,1978,98058,47.4417,-122.134,1890.0,8089.0,0,78015.0
6811,5.0,2.75,2820.0,4608.0,1.0,0.0,0.0,3,7,1450.0,1370.0,1967,98117,47.6886,-122.361,1620.0,3840.0,0,138750.0
6812,3.0,2.0,2040.0,4800.0,1.0,0.0,0.0,4,7,1020.0,1020.0,1925,98126,47.5561,-122.37700000000001,1640.0,4800.0,0,121777.0
6813,4.0,2.25,1700.0,7056.0,2.0,0.0,0.0,3,7,1700.0,0.0,1999,98001,47.3385,-122.262,1650.0,6025.0,0,90343.0
6814,2.0,1.0,820.0,6200.0,1.0,0.0,0.0,4,6,820.0,0.0,1954,98166,47.4163,-122.34,1410.0,14000.0,0,131806.0
6815,2.0,1.75,1315.0,2162.0,2.0,0.0,0.0,4,8,1315.0,0.0,1974,98028,47.751999999999995,-122.25299999999999,1640.0,2128.0,0,117760.0
6816,3.0,1.75,1390.0,10905.0,1.0,0.0,0.0,3,6,860.0,530.0,1957,98106,47.5517,-122.36,1390.0,10839.0,0,96410.0
6817,3.0,2.0,1890.0,12017.0,1.0,0.0,2.0,3,8,1890.0,0.0,1949,98004,47.6203,-122.21,2000.0,12210.0,0,175395.0
6818,3.0,1.75,1460.0,7226.0,1.0,0.0,0.0,3,7,1460.0,0.0,1993,98198,47.3839,-122.321,1760.0,7226.0,0,89342.0
6819,3.0,1.0,1480.0,15416.0,1.0,0.0,2.0,4,8,1480.0,0.0,1955,98022,47.2142,-121.98700000000001,1190.0,10758.0,0,100473.0
6820,3.0,1.75,1840.0,4030.0,1.0,0.0,0.0,5,7,1050.0,790.0,1925,98108,47.5549,-122.311,1840.0,5040.0,0,85659.0
6821,2.0,1.75,1880.0,7208.0,1.0,0.0,0.0,3,7,940.0,940.0,1951,98115,47.6946,-122.32799999999999,1880.0,8051.0,0,98421.0
6822,4.0,1.5,1910.0,5000.0,1.5,0.0,0.0,3,7,1610.0,300.0,1912,98105,47.6597,-122.29,2170.0,5000.0,0,205371.0
6823,4.0,2.5,2220.0,4720.0,2.0,0.0,0.0,3,7,2220.0,0.0,1998,98038,47.3541,-122.024,2090.0,4717.0,0,96682.0
6824,3.0,2.0,1410.0,10015.0,1.0,0.0,3.0,3,6,1410.0,0.0,1993,98045,47.4948,-121.77600000000001,1570.0,10485.0,0,111186.0
6825,4.0,3.0,3380.0,16133.0,1.0,0.0,1.0,3,8,2330.0,1050.0,1959,98118,47.5501,-122.26100000000001,2500.0,11100.0,0,128068.0
6826,4.0,2.5,1950.0,5602.0,1.0,0.0,0.0,5,7,1120.0,830.0,1966,98118,47.5437,-122.291,2000.0,6050.0,0,33992.0
6827,4.0,2.5,2400.0,8320.0,2.0,0.0,0.0,3,8,2400.0,0.0,1999,98045,47.4808,-121.781,2430.0,9258.0,0,111186.0
6828,3.0,1.75,1560.0,8968.0,1.0,0.0,0.0,4,8,1560.0,0.0,1972,98008,47.6243,-122.1,1990.0,8034.0,0,153050.0
6829,3.0,1.0,1040.0,8910.0,1.0,0.0,0.0,3,6,1040.0,0.0,1943,98168,47.5024,-122.32,1330.0,9720.0,0,85273.0
6830,4.0,2.75,3090.0,16538.0,3.0,0.0,0.0,4,8,2590.0,500.0,1919,98116,47.5803,-122.40299999999999,1500.0,5130.0,0,155234.0
6831,3.0,2.5,1850.0,4600.0,2.0,0.0,0.0,3,7,1850.0,0.0,2005,98058,47.4661,-122.145,2160.0,4751.0,0,105379.0
6832,2.0,1.0,1200.0,2500.0,2.0,0.0,2.0,3,7,1090.0,110.0,1927,98112,47.6304,-122.301,2690.0,4800.0,0,208147.0
6833,4.0,2.25,2190.0,3746.0,2.0,0.0,0.0,3,8,2190.0,0.0,2005,98038,47.3896,-122.03399999999999,2200.0,3591.0,0,121696.0
6834,2.0,1.0,1380.0,5820.0,1.0,0.0,0.0,3,7,1380.0,0.0,1918,98117,47.6875,-122.39200000000001,1540.0,4076.0,1,130129.0
6835,5.0,2.75,3710.0,8674.0,2.0,0.0,0.0,3,9,3710.0,0.0,1996,98056,47.513999999999996,-122.176,3250.0,8678.0,0,113525.0
6836,3.0,2.5,2320.0,98445.0,1.0,0.0,0.0,4,8,1380.0,940.0,1978,98072,47.7323,-122.116,2830.0,54014.0,0,212961.0
6837,3.0,1.5,1110.0,10296.0,1.0,0.0,0.0,5,7,1110.0,0.0,1964,98042,47.422,-122.15299999999999,1330.0,10296.0,0,97763.0
6838,3.0,2.5,1830.0,4997.0,2.0,0.0,0.0,3,7,1830.0,0.0,2004,98001,47.3035,-122.28299999999999,2488.0,4998.0,0,73583.0
6839,4.0,2.5,2460.0,45738.0,1.0,0.0,0.0,4,8,1650.0,810.0,1969,98075,47.5952,-122.056,2550.0,32040.0,0,152332.0
6840,3.0,1.0,1270.0,6500.0,1.0,0.0,0.0,4,7,1270.0,0.0,1956,98033,47.6874,-122.214,2260.0,7200.0,0,163860.0
6841,4.0,1.75,1700.0,40973.0,1.0,0.0,0.0,3,8,1700.0,0.0,1961,98031,47.3439,-122.198,2760.0,40973.0,0,114031.0
6842,3.0,1.0,1130.0,9147.0,1.0,0.0,0.0,5,7,1130.0,0.0,1952,98033,47.7006,-122.197,1930.0,9906.0,0,117083.0
6843,3.0,1.75,1640.0,18730.0,1.5,0.0,0.0,4,7,1640.0,0.0,1946,98004,47.5975,-122.196,1670.0,12154.0,0,101389.0
6844,2.0,1.5,1040.0,8526.0,1.0,0.0,0.0,5,6,1040.0,0.0,1953,98155,47.7349,-122.295,1310.0,8504.0,0,90833.0
6845,4.0,2.5,2320.0,7800.0,2.0,0.0,0.0,3,8,2320.0,0.0,1986,98028,47.7738,-122.266,2090.0,5721.0,0,124125.0
6846,3.0,1.5,1200.0,7800.0,1.0,0.0,0.0,4,7,1200.0,0.0,1958,98002,47.3137,-122.212,1390.0,8415.0,0,68115.0
6847,4.0,1.0,1720.0,4410.0,1.5,0.0,2.0,3,7,1720.0,0.0,1928,98117,47.6791,-122.402,2140.0,4500.0,0,104979.0
6848,3.0,1.5,2330.0,11740.0,1.0,0.0,0.0,3,8,1330.0,1000.0,1954,98155,47.7481,-122.292,2630.0,11740.0,0,115000.0
6849,4.0,3.75,4410.0,9231.0,3.0,0.0,3.0,3,11,4410.0,0.0,2001,98118,47.5427,-122.265,2160.0,6600.0,0,90208.0
6850,4.0,1.75,1650.0,8560.0,1.0,0.0,0.0,3,8,1650.0,0.0,1970,98052,47.6652,-122.146,1700.0,8560.0,0,130135.0
6851,3.0,1.5,1370.0,11400.0,2.0,0.0,0.0,3,7,1370.0,0.0,1980,98045,47.4477,-121.77,1390.0,9600.0,0,105469.0
6852,3.0,2.5,1770.0,8640.0,1.0,0.0,0.0,3,7,1420.0,350.0,1986,98001,47.326,-122.273,1894.0,7974.0,0,90343.0
6853,3.0,2.25,1410.0,1332.0,3.0,0.0,0.0,3,8,1410.0,0.0,2005,98103,47.6916,-122.34,1430.0,1448.0,0,81204.0
6854,2.0,1.75,1710.0,4187.0,1.0,0.0,0.0,3,7,1710.0,0.0,1987,98055,47.4732,-122.18799999999999,1760.0,4084.0,0,63634.0
6855,2.0,1.0,790.0,8250.0,1.0,0.0,0.0,3,6,790.0,0.0,1947,98188,47.4523,-122.286,900.0,8250.0,0,42750.0
6856,6.0,2.25,2770.0,5854.0,1.5,0.0,0.0,3,8,2120.0,650.0,1921,98112,47.6466,-122.304,2300.0,5450.0,0,195263.0
6857,4.0,1.0,1260.0,8505.0,1.5,0.0,0.0,5,7,1260.0,0.0,1951,98177,47.7181,-122.37100000000001,1480.0,8100.0,0,151591.0
6858,3.0,2.25,2300.0,8067.0,1.0,0.0,0.0,4,8,1300.0,1000.0,1979,98034,47.7091,-122.198,2120.0,9524.0,0,108092.0
6859,2.0,1.0,1070.0,3000.0,1.0,0.0,0.0,4,7,870.0,200.0,1926,98103,47.6828,-122.353,1890.0,3300.0,0,153980.0
6860,4.0,3.5,3850.0,8100.0,2.0,0.0,1.0,3,11,2430.0,1420.0,1995,98033,47.6855,-122.19,2620.0,9346.0,0,147125.0
6861,3.0,2.5,2320.0,219978.0,2.0,0.0,0.0,4,8,2320.0,0.0,1993,98053,47.6847,-122.064,2340.0,88862.0,0,112014.0
6862,5.0,2.5,2870.0,16238.0,2.0,0.0,0.0,4,8,2870.0,0.0,1962,98039,47.6308,-122.238,2870.0,16238.0,0,245000.0
6863,4.0,2.5,1830.0,5175.0,2.0,0.0,0.0,3,7,1830.0,0.0,2003,98038,47.3565,-122.016,1830.0,5175.0,0,109125.0
6864,3.0,1.75,1990.0,9594.0,1.0,0.0,0.0,3,8,1190.0,800.0,1977,98052,47.6617,-122.137,1930.0,9765.0,0,145643.0
6865,3.0,1.0,1110.0,9827.0,1.0,0.0,0.0,3,7,1110.0,0.0,1966,98198,47.369,-122.311,1540.0,10187.0,0,59356.0
6866,3.0,2.25,1830.0,13477.0,1.0,0.0,3.0,4,7,1170.0,660.0,1981,98034,47.7243,-122.21,1960.0,11344.0,0,122992.0
6867,6.0,3.5,3600.0,6875.0,2.0,0.0,0.0,3,8,2740.0,860.0,2004,98065,47.5401,-121.87899999999999,3150.0,6663.0,0,153611.0
6868,4.0,2.5,3210.0,8532.0,2.0,0.0,0.0,3,10,3210.0,0.0,1998,98007,47.625,-122.14399999999999,2950.0,6753.0,0,106957.0
6869,4.0,2.0,1490.0,5300.0,1.0,0.0,0.0,3,7,1110.0,380.0,1977,98144,47.5949,-122.296,1330.0,1499.0,0,105461.0
6870,2.0,1.0,990.0,5643.0,1.0,0.0,0.0,3,7,870.0,120.0,1947,98115,47.6802,-122.29799999999999,1280.0,5700.0,0,153000.0
6871,3.0,2.25,1646.0,12414.0,2.0,0.0,0.0,3,7,1646.0,0.0,1996,98038,47.363,-122.035,1654.0,8734.0,0,124185.0
6872,2.0,1.0,720.0,4000.0,1.0,0.0,0.0,3,6,720.0,0.0,1918,98106,47.5346,-122.353,1630.0,4000.0,0,96410.0
6873,3.0,2.25,2310.0,7200.0,2.0,0.0,0.0,3,8,2310.0,0.0,1990,98031,47.4051,-122.193,1960.0,7201.0,0,87243.0
6874,3.0,2.5,2670.0,10481.0,2.0,0.0,0.0,3,9,2670.0,0.0,2003,98033,47.6673,-122.176,2620.0,8895.0,0,129306.0
6875,3.0,3.25,3060.0,9055.0,2.0,0.0,0.0,3,10,2460.0,600.0,1994,98052,47.6971,-122.101,2990.0,9598.0,0,151786.0
6876,3.0,1.5,1380.0,11760.0,1.0,0.0,0.0,4,7,1380.0,0.0,1963,98055,47.4243,-122.20200000000001,1650.0,9855.0,0,101304.0
6877,2.0,1.0,700.0,5559.0,1.0,0.0,0.0,5,6,700.0,0.0,1949,98155,47.7492,-122.311,1230.0,8100.0,0,84554.0
6878,3.0,1.5,1710.0,8364.0,2.0,0.0,2.0,3,7,1710.0,0.0,1944,98136,47.5175,-122.39299999999999,2430.0,9040.0,0,137279.0
6879,3.0,2.5,1450.0,8064.0,1.0,0.0,0.0,3,8,1450.0,0.0,1984,98074,47.6256,-122.037,1710.0,9554.0,0,176950.0
6880,5.0,2.25,2060.0,9000.0,1.0,0.0,0.0,4,7,1320.0,740.0,1961,98007,47.6122,-122.137,2050.0,8800.0,0,103614.0
6881,3.0,3.5,2380.0,6250.0,2.0,0.0,3.0,3,8,1670.0,710.0,1997,98118,47.5137,-122.25200000000001,2540.0,4010.0,0,50294.0
6882,4.0,2.5,2760.0,5564.0,2.0,0.0,0.0,3,7,2760.0,0.0,2001,98056,47.4814,-122.189,2670.0,5626.0,0,80278.0
6883,3.0,1.0,940.0,10875.0,1.0,0.0,0.0,3,7,940.0,0.0,1957,98056,47.5121,-122.16799999999999,1250.0,11200.0,0,113525.0
6884,4.0,1.5,1760.0,6150.0,1.5,0.0,0.0,3,7,1760.0,0.0,1951,98031,47.3871,-122.22399999999999,1760.0,8276.0,0,75461.0
6885,3.0,2.0,1360.0,8752.0,1.0,0.0,2.0,4,6,1360.0,0.0,1942,98033,47.6879,-122.208,2530.0,7680.0,0,163860.0
6886,3.0,1.75,2010.0,6150.0,2.0,0.0,0.0,5,7,2010.0,0.0,1939,98178,47.4975,-122.23100000000001,1770.0,7380.0,0,85360.0
6887,3.0,1.5,2160.0,2260.0,2.0,0.0,2.0,5,8,1620.0,540.0,1917,98119,47.6321,-122.37100000000001,2570.0,2400.0,0,103558.0
6888,3.0,1.0,930.0,6060.0,1.0,0.0,0.0,4,6,930.0,0.0,1973,98118,47.5289,-122.28,1640.0,6364.0,0,78491.0
6889,3.0,2.5,1020.0,2040.0,2.0,0.0,0.0,3,7,720.0,300.0,2004,98106,47.5294,-122.361,1060.0,1478.0,0,65134.0
6890,2.0,2.0,1360.0,5433.0,1.0,0.0,0.0,3,8,1360.0,0.0,1974,98198,47.3804,-122.32,1160.0,5264.0,1,89342.0
6891,4.0,1.75,1720.0,7200.0,1.0,0.0,0.0,3,7,1220.0,500.0,1974,98023,47.306000000000004,-122.375,1790.0,7200.0,0,83571.0
6892,3.0,3.0,1790.0,13350.0,1.0,0.0,0.0,3,7,1190.0,600.0,1988,98178,47.4958,-122.262,1740.0,10624.0,0,101333.0
6893,3.0,1.0,1150.0,6800.0,1.0,0.0,0.0,3,7,1150.0,0.0,1954,98133,47.727,-122.339,1210.0,6800.0,0,70781.0
6894,4.0,3.5,2710.0,14016.0,2.0,0.0,0.0,4,8,2710.0,0.0,1968,98155,47.7601,-122.286,1590.0,27903.0,0,115000.0
6895,3.0,2.5,2400.0,9601.0,1.0,0.0,0.0,5,7,1390.0,1010.0,1977,98034,47.7256,-122.211,2010.0,9943.0,0,122992.0
6896,3.0,1.0,1660.0,7650.0,1.5,0.0,0.0,3,7,1350.0,310.0,1910,98118,47.5576,-122.277,1750.0,5760.0,0,84861.0
6897,3.0,1.0,1660.0,7650.0,1.5,0.0,0.0,3,7,1350.0,310.0,1910,98118,47.5576,-122.277,1750.0,5760.0,0,84861.0
6898,4.0,2.5,2290.0,8796.0,2.0,0.0,0.0,3,8,2290.0,0.0,1994,98198,47.3762,-122.318,2130.0,8796.0,0,89342.0
6899,3.0,2.5,2870.0,25663.0,2.0,0.0,0.0,3,10,2870.0,0.0,1988,98003,47.2769,-122.333,2950.0,24347.0,0,86842.0
6900,4.0,3.25,4240.0,25639.0,2.0,0.0,3.0,3,10,3550.0,690.0,1989,98023,47.3241,-122.37799999999999,3590.0,24967.0,0,77212.0
6901,3.0,1.75,1800.0,5102.0,1.0,0.0,0.0,3,7,1170.0,630.0,1952,98199,47.6514,-122.40700000000001,1720.0,5102.0,0,173322.0
6902,4.0,1.75,2960.0,11347.0,1.0,0.0,0.0,4,8,1570.0,1390.0,1946,98166,47.4738,-122.353,1660.0,8911.0,0,84120.0
6903,3.0,2.25,1980.0,7200.0,1.0,0.0,0.0,3,8,1300.0,680.0,1964,98177,47.7625,-122.36,1820.0,8250.0,0,123287.0
6904,3.0,2.5,1730.0,2631.0,2.0,0.0,0.0,3,8,1730.0,0.0,2001,98005,47.5878,-122.165,1730.0,2751.0,0,134861.0
6905,4.0,2.5,3020.0,36893.0,2.0,0.0,0.0,3,9,3020.0,0.0,1986,98077,47.768,-122.09200000000001,3020.0,36444.0,1,144946.0
6906,4.0,2.25,4470.0,86225.0,2.0,0.0,0.0,3,10,4470.0,0.0,1991,98053,47.6377,-121.985,3850.0,97049.0,0,154574.0
6907,4.0,3.25,2830.0,4000.0,2.0,0.0,0.0,3,9,1910.0,920.0,1912,98144,47.5845,-122.291,2740.0,4000.0,0,141360.0
6908,4.0,1.75,2120.0,5400.0,1.0,0.0,0.0,4,8,1060.0,1060.0,1941,98199,47.6501,-122.395,2052.0,6000.0,0,133555.0
6909,3.0,2.5,2150.0,9266.0,2.0,0.0,0.0,3,8,2150.0,0.0,1988,98028,47.7445,-122.24799999999999,2150.0,12550.0,0,117760.0
6910,5.0,2.25,3510.0,13843.0,1.0,0.0,2.0,3,8,1850.0,1660.0,1959,98040,47.5817,-122.24600000000001,2680.0,8750.0,0,173333.0
6911,2.0,1.0,970.0,3400.0,1.0,0.0,0.0,3,7,970.0,0.0,1924,98109,47.6444,-122.35700000000001,1180.0,3600.0,0,200294.0
6912,4.0,1.0,1360.0,5766.0,1.5,0.0,0.0,5,7,1360.0,0.0,1951,98115,47.6827,-122.289,1500.0,5704.0,0,138125.0
6913,3.0,2.5,1470.0,3000.0,1.0,0.0,0.0,3,7,930.0,540.0,1985,98115,47.6832,-122.286,1470.0,5588.0,0,131597.0
